claim,language,label,source,evidence,topic
"நீட் தேர்வு முடிவுகள் வெளியீடு : நீட் தேர்வில் தேர்ச்சி பெற்றவர்களில் பட்டியல் இனத்தவர்கள் 20,009 பேர், பிற்படுத்தப்பட்ட வகுப்பினர் 63,749 பேர், முன்னேறிய வகுப்புகளைச் சேர்ந்த 7,04,335 பேர் நீட் தேர்வில் தேர்ச்சி பெற்றுள்ளனர்.

3% உள்ள முன்னேறிய வகுப்பு பசங்களுக்கு 45% இடம், 60% உள்ள பிற்படுத்தப்பட்டோருக்கு 42% இடம், 37% உள்ள ஒடுக்கப்பட்டோருக்கு 13% இடம்.",ta,1,YouTurn,https://youturn.in/factcheck/neet-result-percentage.html,நீட் தேர்வு
நீட் தேர்வு கொண்டு வந்ததே நாங்கள்தான் - தமிழ்நாடு முதல்வர் மு.க.ஸ்டாலின்,ta,2,Newschecker,https://newschecker.in/ta/fact-check-ta/a-video-of-cm-mk-stalin-spread-with-cropped-footage-about-his-neet-speech,நீட் தேர்வு
நீட் வழக்கு. ஜார்கண்ட் டியோகர் காங்கிரஸ் அலுவலகத்தில் பதுங்கியிருந்த 6 பேரை சிபிஐ கைது செய்தது,ta,1,YouTurn,https://youturn.in/factcheck/neet-scam-accused-arrested-in-congress-office-fake-news.html,நீட் தேர்வு
"சித்தா, ஆயுர்வேத படிப்புகளுக்கு நீட் தேர்வு மதிப்பெண்கள் கட்டாயம் என தமிழக சுகாதாரத்துறை அமைச்சர் விஜயபாஸ்கர் தெரிவித்து உள்ளார். இந்த ஆண்டு முதலே சித்த மருத்துவ படிப்புக்கும் நீட் தேர்வு முறைப்படி மாணவர் சேர்க்கை.",ta,0,YouTurn,https://youturn.in/factcheck/neet-for-siddha.html,நீட் தேர்வு
நீட் விவகாரத்தில் திமுக பொய் வாக்குறுதிகளால் மாணவர்களை கொலை செய்துக் கொண்டிருக்கின்றது என்றார் செந்தில் வேல்,ta,1,Newschecker,https://newschecker.in/ta/fact-check-ta/neet-senthil-vel,நீட் தேர்வு
கையெழுத்திட மாட்டோம் – எடப்பாடி. நீட் தேர்வுக்கு எதிராக திமுக மற்றும் அமைச்சர் உதயநிதி சார்பில் நடத்தும் கையெழுத்து இயக்கத்தில் அதிமுக நிர்வாகிகள் யாரும் கையெழுத்திட மாட்டோம். எதிர்க்கட்சி தலைவர் எடப்பாடி பழனிசாமி பேட்டி,ta,1,YouTurn,https://youturn.in/factcheck/neet-udhayanidhi-admk-palanisamy.html,நீட் தேர்வு
"உத்தரப்பிரதேசத்தில் +2 தேர்வில் ஹிந்தியில் தேர்ச்சி பெறாதவர்கள் 12,40,000 . ஆனால், நீட் தேர்வில் முதலிடம்.",ta,2,YouTurn,https://youturn.in/factcheck/up-neet-hindi,நீட் தேர்வு
"மேலே உள்ள புகைப்படங்களில் இருப்பவர்கள் நீட் நுழைவுத்தேர்வு வினாத்தாள் கசிவோடு தொடர்புடைய பயனாளிகள், அவர்கள் யார் மற்றும் எந்த மதத்தைச் சார்ந்தவர்கள் என்பதை சற்று பார்த்து யூகிக்கவும்? அனைவரும் முஸ்லிம்கள் மட்டுமே.",ta,1,YouTurn,https://youturn.in/factcheck/photos-of-top-neet-scorers-from-an-institute-in-kottakkal-is-falsely-linked-to-paper-leak-adding-a-false-communal-angle.html,நீட் தேர்வு
நீட் தேர்வு வழக்கு – ரிட் மனு வாபஸ். நீட் தேர்வு சட்ட திருத்தத்துக்கு எதிரான ரிட் மனுவை திரும்ப பெற்றது தமிழக அரசு ரிட் மனுவை திரும்ப பெற உச்சநீதிமன்றம் அனுமதி.,ta,2,YouTurn,https://youturn.in/factcheck/neet-writ-petition-dmk-govt-truth.html,நீட் தேர்வு
"நீட் தேர்வை தடை செய்யற ரகசியம் எங்ககிட்ட தான் இருக்குனு சொல்லீட்டு , இப்ப என்னடானா எல்லாம் வழக்கையும் வாபஸ் வாங்கறான்.",ta,2,Newschecker,https://newschecker.in/ta/fact-check-ta/tn-govt-filed-original-suit-for-neet-ban-and-withdraw-writ-news-spreads-with-misleads,நீட் தேர்வு
நீட்டிற்கு எதிராக தெலுங்கானா புதிய சட்டம் : 100% MBBS சீட்டுகளும் தெலுங்கானாவிற்கே நிறைவேற்றம்,ta,2,YouTurn,https://youturn.in/factcheck/neet-seats-telangana-govt-new-act.html,நீட் தேர்வு
நீட் தேர்வு ரத்து செய்யப்படவில்லையெனில் முதல்வர் பதவியை ராஜினாமா செய்வேன் என்றார் மு.க.ஸ்டாலின்,ta,1,Newschecker,https://newschecker.in/ta/fact-check-ta/neet-issue-m-k-stalin,நீட் தேர்வு
தூக்கு மேடை எனக்கு பஞ்சு மெத்தை. நீட் தடை செய்யவில்லை என்றால் அனிதா போன்று தற்கொலை செய்யவும் நான் தயார் என் உயிர் போனால் தான் நீட் தடை என்றால் அதற்க்கும் தயார் – மாவீரன் வீரமணி,ta,1,YouTurn,https://youturn.in/factcheck/neet-ban-dk-veeramani-fake-news-card.html,நீட் தேர்வு
